doc_number,date,publication_type,patent_length,title,abstract,description,claims
D0758106,20160607,S1,14,Display structure,,,"['The ornamental design for a display structure, as shown and described.']"
D0758107,20160607,S1,14,Display unit,,,"['The ornamental design for a display unit, as shown and described.']"
D0758108,20160607,S1,14,Display unit,,,"['We claim the ornamental design for a display unit, as shown and described.']"
D0758109,20160607,S1,14,Display unit,,,"['We claim the ornamental design for a display unit, as shown and described.']"
D0758110,20160607,S1,14,Support device,,,"['The ornamental design for a support device, as shown and described.']"
D0758111,20160607,S1,14,Support device,,,"['I claim the ornamental design for support device, as shown and described.']"
D0758112,20160607,S1,15,Drawer organizer,,,"['We claim the ornamental design for a drawer organizer, as shown and described.']"
D0758113,20160607,S1,14,Table,,,"['The ornamental design for a table, as shown and described.']"
D0758114,20160607,S1,14,Locker door,,,"['The ornamental design for a locker door, substantially as shown and described.']"
D0758115,20160607,S1,14,Personal workspace furniture,,,"['The ornamental design for a personal workspace furniture, as shown and described.']"
D0758116,20160607,S1,14,Head of adjustable electric bed,,,"['The ornamental design for a head of adjustable electric bed, as shown and described.']"
D0758117,20160607,S1,14,Desktop beverage making apparatus,,,"['The ornamental design for a desktop beverage making apparatus, as shown.']"
D0758118,20160607,S1,14,Hot beverage maker,,,"['The ornamental design for the hot beverage maker, as shown and described.']"
D0758119,20160607,S1,14,Beverage dispenser,,,"['The ornamental design for a beverage dispenser, as shown and described.']"
D0758120,20160607,S1,14,Coffeemaker,,,"['The ornamental design for a coffeemaker, as shown and described.']"
D0758121,20160607,S1,14,Infuser,,,"['I claim the ornamental design for an infuser, as shown and described.']"
D0758122,20160607,S1,14,Popcorn lid,,,"['An ornamental design for a popcorn lid, as shown and described.']"
D0758123,20160607,S1,14,Pioneer woman butterfly handled braiser with lid,,,"['The ornamental design for a pioneer woman butterfly handled braiser with lid, as shown and described.']"
D0758124,20160607,S1,14,Butter churn container,,,"['I claim the ornamental design for the butter churn container, as shown and described.']"
D0758125,20160607,S1,14,Stand mixer,,,"['The ornamental design for a stand mixer, as shown and described.']"
D0758126,20160607,S1,14,Cook processor,,,"['We claim the ornamental design for a cook processor, as shown and described.']"
D0758127,20160607,S1,14,Container cap,,,"['I claim the ornamental design for a container cap, as shown and described.']"
D0758128,20160607,S1,14,Cookware article with handle,,,"['The ornamental design for a cookware article with handle, as shown and described.']"
D0758129,20160607,S1,15,Gas burner,,,"['The ornamental design for a gas burner, as shown and described.']"
D0758130,20160607,S1,14,Oven tray,,,"['We claim the ornamental design for an oven tray, as shown and described.']"
D0758131,20160607,S1,14,Grill plate,,,"['The ornamental design for a grill plate, as shown and described.']"
D0758132,20160607,S1,14,Bottle with bottom cup,,,"['I claim the ornamental design for a bottle with bottom cup, as shown and described.']"
D0758133,20160607,S1,14,Water bottle,,,"['The ornamental design for a water bottle, as shown and described.']"
D0758134,20160607,S1,14,Heart-shaped container,,,"['The ornamental design for a heart-shaped container, as shown and described.']"
D0758135,20160607,S1,14,Heart-shaped container,,,"['The ornamental design for a heart-shaped container, as shown and described.']"
D0758136,20160607,S1,14,Beverage container holder,,,"['The ornamental design for a beverage container holder, as shown and described.']"
D0758137,20160607,S1,14,Sleeve for a bottle,,,"['The ornamental design for a sleeve for a bottle, as shown and described.']"
D0758138,20160607,S1,14,Raspberry container,,,"['The ornamental design for a raspberry container, as shown and described.']"
D0758139,20160607,S1,14,Spoon stirrer,,,"['The ornamental design for a spoon stirrer, as shown and described.']"
D0758140,20160607,S1,14,Angled eating utensil set,,,"['The ornamental design for an angled eating utensil set, as shown and described.']"
D0758141,20160607,S1,14,Fork,,,"['The ornamental design for a fork, as shown and described.']"
D0758142,20160607,S1,14,Tiki pop mold,,,"['The ornamental design for a tiki pop mold, as shown and described.']"
D0758143,20160607,S1,15,Food grater,,,"['The ornamental design for a food grater, as shown and described.']"
D0758144,20160607,S1,14,Masher,,,"['The ornamental design for a masher, as shown and described.']"
D0758145,20160607,S1,15,Ant-shaped food pick,,,"['The ornamental design for an ant-shaped food pick, as shown and described.']"
D0758146,20160607,S1,14,Kitchen tongs/spatula,,,"['The ornamental design for a kitchen tongs/spatula, as shown and described.']"
D0758147,20160607,S1,14,Salad server,,,"['The ornamental design for a salad server, as shown and described.']"
D0758148,20160607,S1,14,Kitchen Tong,,,"['The ornamental design for a kitchen tong, as shown and described.']"
D0758149,20160607,S1,14,Food cutting device,,,"['The ornamental design for a food cutting device, as shown and described.']"
D0758150,20160607,S1,14,Cordless trimmer with bike handle,,,"['I claim the ornamental design for a cordless trimmer with bike handle, as shown and described.']"
D0758151,20160607,S1,14,Cordless trimmer with loop handle,,,"['I claim the ornamental design for a cordless trimmer with loop handle, as shown and described.']"
D0758152,20160607,S1,14,Snow removal tool,,,"['The ornamental design for a snow removal tool, as shown and described.']"
D0758153,20160607,S1,14,Hoe head,,,"['The ornamental design for a hoe head, as shown and described.']"
D0758154,20160607,S1,14,Adjustable wrench head,,,"['The ornamental design for an adjustable wrench head, as shown and described.']"
D0758155,20160607,S1,14,Cable tie tool,,,"['The ornamental design for a cable tie tool, as shown and described.']"
D0758156,20160607,S1,14,Sharpener,,,"['The ornamental design for a sharpener, as shown and described.']"
D0758157,20160607,S1,14,Power tool,,,"['The ornamental design for a power tool, as shown and described.']"
D0758158,20160607,S1,14,Fastening tool,,,"['The ornamental design for a fastening tool, as shown and described.']"
D0758159,20160607,S1,14,Wire stripper,,,"['The ornamental design for wire stripper, as shown and described.']"
D0758160,20160607,S1,14,Drywall tool,,,"['The ornamental design for a drywall tool, as shown.']"
D0758161,20160607,S1,14,Multipurpose handheld tool,,,"['An ornamental design for a multipurpose handheld tool, as shown and described.']"
D0758162,20160607,S1,14,TT hatch on tool,,,"['The ornamental design for a TT hatch on tool, as shown and described.']"
D0758163,20160607,S1,14,One-sided hinge joint,,,"['The ornamental design for a one-sided hinge joint, as shown and described.']"
D0758164,20160607,S1,14,Hinge,,,"['The ornamental design for a hinge, as shown and described.']"
D0758165,20160607,S1,14,Door closer,,,"['The ornamental design for a door closer, as shown and described.']"
D0758166,20160607,S1,14,Door latch,,,"['The ornamental design for a door latch, as shown and described.']"
D0758167,20160607,S1,14,Dual input dial for electronic and mechanical combination lock,,,"['The ornamental design for a dual input dial for electronic and mechanical combination lock, as shown and described.']"
D0758168,20160607,S1,14,Electronic input dial for a lock,,,"['The ornamental design for an electronic input dial for a lock, as shown and described.']"
D0758169,20160607,S1,15,Frame connector,,,"['The ornamental design for a frame connector, as shown and described.']"
D0758170,20160607,S1,14,Box closure apparatus,,,"['The ornamental design for a box closure apparatus, as shown and described.']"
D0758171,20160607,S1,14,Bracket for fixing communication equipment,,,"['The ornamental design for a bracket for fixing communication equipment, as shown and described.']"
D0758172,20160607,S1,14,Insulating safety hook,,,"['The ornamental design for an insulating safety hook, as shown and described.']"
D0758173,20160607,S1,14,Hanger for small articles,,,"['The ornamental design for a hanger for small articles, as shown and described.']"
D0758174,20160607,S1,14,Bracket for fixing communication equipment,,,"['The ornamental design for a bracket for fixing communication equipment, as shown and described.']"
D0758175,20160607,S1,15,Fastening device,,,"['The ornamental design for a fastening device, as shown and described.']"
D0758176,20160607,S1,14,Drawstring retainer,,,"['We claim the ornamental design for a drawstring retainer, as shown and described.']"
D0758177,20160607,S1,14,Angular correction clamp ring,,,"['The ornamental design for an angular correction clamp ring, as shown and described in the following Figures.']"
D0758178,20160607,S1,14,Bracket for fixing communication equipment,,,"['The ornamental design for a bracket for fixing communication equipment, as shown and described.']"
D0758179,20160607,S1,14,Carton,,,"['The ornamental design for a carton, as shown and described.']"
D0758180,20160607,S1,15,Container,,,"['The ornamental design for a container, as shown and described.']"
D0758181,20160607,S1,14,Perforated carton,,,"['The ornamental design for a perforated carton, as shown and described.']"
D0758182,20160607,S1,15,Ice cream packaging kit,,,"['The ornamental design for ice cream packaging kit, as shown and described.']"
D0758183,20160607,S1,14,Food container,,,"['The ornamental design for a food container, as shown and described.']"
D0758184,20160607,S1,14,Container for shipping prepared meals,,,"['The ornamental design for a container for shipping prepared meals, substantially as shown and described.']"
D0758185,20160607,S1,14,Container,,,"['The ornamental design for a container, as shown and described.']"
D0758186,20160607,S1,14,Wax pebble candle jar lid,,,"['The ornamental design for a wax pebble candle jar lid, as shown and described.']"
D0758187,20160607,S1,15,Beverage lid with integrated condiment well,,,"['I claim the ornamental design for a beverage lid with integrated condiment well, as shown and described.']"
D0758188,20160607,S1,14,Bag closure,,,"['The ornamental design for a bag closure, as shown and described.']"
D0758189,20160607,S1,14,Lid for container with rotatable reclosable spout,,,"['The ornamental design for a lid for container with rotatable reclosable spout, as shown and described.']"
D0758190,20160607,S1,14,Container holder,,,"['The ornamental design for a container holder, as shown and described.']"
D0758191,20160607,S1,14,Meal tray retention packaging,,,"['The ornamental design for a meal tray retention packaging, substantially as shown and described.']"
D0758192,20160607,S1,14,Beverage container,,,"['The ornamental design for a beverage container, as shown and described.']"
D0758193,20160607,S1,14,Flask with cap,,,"['The ornamental design for a flask with cap, as shown and described.']"
D0758194,20160607,S1,14,Container,,,"['The ornamental design for a container, as shown and described.']"
D0758195,20160607,S1,14,Combined container and cap,,,"['The ornamental design for the combined container and cap, as shown and described.']"
D0758196,20160607,S1,14,Container,,,"['The ornamental design for a container, as shown and described.']"
D0758197,20160607,S1,15,Fan bottle,,,"['The ornamental design for a fan bottle, as shown and described.']"
D0758198,20160607,S1,14,Bottle,,,"['The ornamental design for a bottle, as shown and described.']"
D0758199,20160607,S1,14,Bottle,,,"['We claim the ornamental design for a bottle, as shown and described.']"
D0758200,20160607,S1,14,Dog bone shaped container,,,"['The ornamental design for the dog bone shaped container, as shown and described.']"
D0758201,20160607,S1,14,Container in the shape of a dolphin,,,"['The ornamental design for a container in the shape of a dolphin, as shown and described.']"
D0758202,20160607,S1,14,Bottle,,,"['The ornamental design for a bottle, as shown.']"
D0758203,20160607,S1,14,Container,,,"['The ornamental design for a container, as shown and described.']"
D0758204,20160607,S1,14,Cosmetics container,,,"['The ornamental design for a cosmetics container, as shown and described.']"
D0758205,20160607,S1,14,Package sleeve,,,"['The ornamental design of a package sleeve, as shown and described.']"
D0758206,20160607,S1,14,Aerosol dispenser,,,"['The ornamental design for an aerosol dispenser, as shown and described.']"
D0758207,20160607,S1,14,Two-piece contoured metallic container,,,"['The ornamental design for a two-piece contoured metallic container, as shown and described.']"
D0758208,20160607,S1,14,Clock,,,"['The ornamental design for a clock, as shown and described.']"
D0758209,20160607,S1,14,Watch component,,,"['The ornamental design for a watch component, as shown and described.']"
D0758210,20160607,S1,14,Wristwatch,,,"['The ornamental design for a wristwatch, as shown and described.']"
D0758211,20160607,S1,14,Watch,,,"['The ornamental design for a watch, as shown and described.']"
D0758212,20160607,S1,14,Watch,,,"['The ornamental design for a watch, as shown and described.']"
D0758213,20160607,S1,14,Watch,,,"['The ornamental design for a watch, as shown and described.']"
D0758214,20160607,S1,14,Watch with rotating case,,,"['The ornamental design for a watch with rotating case, as shown and described.']"
D0758215,20160607,S1,14,Measuring cup,,,"['The ornamental design for a measuring cup, as shown and described.']"
D0758216,20160607,S1,14,User interface for a grade crossing predictor,,,"['The ornamental design for a user interface for a grade crossing predictor, as shown and described.']"
D0758217,20160607,S1,14,Thermostat,,,"['The ornamental design for a thermostat, substantially as shown and described.']"
D0758218,20160607,S1,14,Tile alignment spacer,,,"['The ornamental design for a tile alignment spacer, as shown and described.']"
D0758219,20160607,S1,14,Wearable device,,,"['The ornamental design for a wearable device, as shown and described.']"
D0758220,20160607,S1,14,Tape measure harness,,,"['We claim the ornamental design for tape measure harness, as shown and described.']"
D0758221,20160607,S1,14,Thermogravimetric analyzer,,,"['The ornamental design for a thermogravimetric analyzer, as shown and described.']"
D0758222,20160607,S1,14,Oxygen sensor,,,"['The ornamental design for an oxygen sensor, as shown and described.']"
D0758223,20160607,S1,14,Spark optical emission spectrometer,,,"['I claim the ornamental design for a spark optical emission spectrometer, as shown and described.']"
D0758224,20160607,S1,14,Handheld luminometer,,,"['The ornamental design for a handheld luminometer, as shown and described.']"
D0758225,20160607,S1,14,Sensor assembly housing for a construction kit,,,"['The ornamental design for a sensor assembly housing for a construction kit, as shown and described.']"
D0758226,20160607,S1,14,Switch scale,,,"['The ornamental design for a switch scale, as shown and described.']"
D0758227,20160607,S1,14,Kitchen scale,,,"['The ornamental design for kitchen scale, as shown and described.']"
D0758228,20160607,S1,15,Sight glass for refrigeration valve,,,"['The ornamental design for a sight glass for refrigeration valve, substantially as shown.']"
D0758229,20160607,S1,14,Vertically arranged smoke detector,,,"['The ornamental design for a vertically arranged smoke detector, as shown and described.']"
D0758230,20160607,S1,14,Smoke alarm,,,"['The ornamental design for a smoke alarm, as shown and described.']"
D0758231,20160607,S1,14,Emergency signaling device,,,"['We claim the ornamental design for an emergency signaling device, as shown and described.']"
D0758232,20160607,S1,14,Watch dial,,,"['The ornamental design for a watch dial, as shown and described.']"
D0758233,20160607,S1,15,Clock or thermometer stand,,,"['I claim the ornamental design for a clock or thermometer stand, as shown and described.']"
D0758234,20160607,S1,14,Watch strap,,,"['The ornamental design for a watch strap, as shown and described.']"
D0758235,20160607,S1,14,Chain watch,,,"['The ornamental design for a chain watch, as shown and described.']"
D0758236,20160607,S1,15,Bracelet,,,"['The ornamental design for a bracelet, as shown and described.']"
D0758237,20160607,S1,15,Ring,,,"['The ornamental design for a ring, as shown and described.']"
D0758238,20160607,S1,14,Pendant,,,"['The ornamental design for a pendant, as shown and described.']"
D0758239,20160607,S1,14,Jewelry clasp,,,"['The ornamental design for a jewelry clasp, as shown and described.']"
D0758240,20160607,S1,15,Jewelry design,,,"['The ornamental design for a jewelry design, as shown and described.']"
D0758241,20160607,S1,15,Water-fillable human body simulator,,,"['I claim the ornamental design for a water-fillable human body simulator, as shown and described.']"
D0758242,20160607,S1,14,Folding bicycle,,,"['The ornamental design for a folding bicycle, as shown and described.']"
D0758243,20160607,S1,14,Rail vehicle,,,"['The ornamental design for a rail vehicle, as shown and described.']"
D0758244,20160607,S1,14,Rail vehicle,,,"['The ornamental design for a rail vehicle, as shown and described.']"
D0758245,20160607,S1,14,Street car,,,"['The ornamental design of a street car, as shown and described.']"
D0758246,20160607,S1,14,Street car,,,"['The ornamental design of a street car, as shown and described.']"
D0758247,20160607,S1,14,Automobile or representation thereof,,,"['We claim the ornamental design for an automobile or representation thereof, as shown and described.']"
D0758248,20160607,S1,14,Automobile,,,"['The ornamental design for an automobile, as shown and described.']"
D0758249,20160607,S1,14,Vehicle,,,"['The ornamental design for a vehicle, as shown and described.']"
D0758250,20160607,S1,14,"Vehicle, toy, and/or replicas thereof",,,"['The ornamental design for a vehicle, toy, and/or replicas thereof, as shown and described.']"
D0758251,20160607,S1,14,Vehicle,,,"['The ornamental design for a vehicle, as shown and described.']"
D0758252,20160607,S1,14,Vehicle,,,"['The ornamental design for a vehicle, as shown and described.']"
D0758253,20160607,S1,14,"Truck cab, toy replica and/or other replica",,,"['The ornamental design for a truck cab, toy replica and/or other replica, as shown and described.']"
D0758254,20160607,S1,14,Game hoist,,,"['The ornamental design for a game hoist, as shown and described herein.']"
D0758255,20160607,S1,14,Pedal,,,"['The ornamental design for a pedal, as shown and described.']"
D0758256,20160607,S1,14,Roof rack track leg,,,"['The ornamental design for a roof rack track leg, as shown and described.']"
D0758257,20160607,S1,14,Vehicle hood vent,,,"['The ornamental design for a vehicle hood vent, as shown and described.']"
D0758258,20160607,S1,14,"Front portion of a vehicle, toy, and/or replicas thereof",,,"['The ornamental design for a front portion of a vehicle, toy, and/or replicas thereof, as shown and described.']"
D0758259,20160607,S1,14,Motor vehicle rear lower bumper cover,,,"['The ornamental design for a motor vehicle rear lower bumper cover, as shown and described.']"
D0758260,20160607,S1,14,Front bumper for a vehicle,,,"['The ornamental design for a front bumper for a vehicle, as shown and described.']"
D0758261,20160607,S1,15,Vehicle steering wheel having turn signal buttons,,,"['The ornamental design for a vehicle steering wheel having turn signal buttons, as shown and described.']"
D0758262,20160607,S1,14,Motorcycle handlebar cap,,,"['I claim the ornamental design for a motorcycle handlebar cap, as shown and described.']"
D0758263,20160607,S1,15,Long diamond shaped trailing fender,,,"['The ornamental design for a long diamond shaped trailing fender, as shown and described.']"
D0758264,20160607,S1,14,Window shade switch for aircraft,,,"['The ornamental design for a window shade switch for aircraft, as shown and described.']"
D0758265,20160607,S1,14,Installation panel for vehicle,,,"['The ornamental design for an installation panel for vehicle, as shown and described.']"
D0758266,20160607,S1,14,Installation panel for vehicle,,,"['The ornamental design for an installation panel for vehicle, as shown and described.']"
D0758267,20160607,S1,14,License plate cover,,,"['I claim the ornamental design for a license plate cover, as shown and described.']"
D0758268,20160607,S1,14,Motor vehicle exterior body panel,,,"['The ornamental design for a motor vehicle exterior body panel, as shown and described.']"
D0758269,20160607,S1,14,Autonomous vehicle door,,,"['The ornamental design for an autonomous vehicle door, as shown and described.']"
D0758270,20160607,S1,14,Vehicle door,,,"['The ornamental design for a vehicle door, as shown and described.']"
D0758271,20160607,S1,14,Vehicle tailgate panel,,,"['The ornamental design for a vehicle tailgate panel, as shown and described.']"
D0758272,20160607,S1,14,Front door panel for a motor vehicle,,,"['The ornamental design for a front door panel for a motor vehicle, as shown and described.']"
D0758273,20160607,S1,14,Wheel for a motor vehicle,,,"['The ornamental design for a wheel for a motor vehicle, as shown and described.']"
D0758274,20160607,S1,14,Wheel rim,,,"['The ornamental design for a wheel rim, as shown and described.']"
D0758275,20160607,S1,15,Wheel,,,"['The ornamental design for a wheel, as shown and described.']"
D0758276,20160607,S1,15,Wheel,,,"['The ornamental design for a wheel, as shown and described.']"
D0758277,20160607,S1,14,Automobile wheel,,,"['I claim the ornamental design for an automobile wheel, as shown and described.']"
D0758278,20160607,S1,14,Vehicle wheel,,,"['The ornamental design for a vehicle wheel, as shown and described.']"
D0758279,20160607,S1,14,Vehicle wheel,,,"['The ornamental design for a vehicle wheel, as shown and described.']"
D0758280,20160607,S1,14,Oar,,,"['The ornamental design for an oar, as shown.']"
D0758281,20160607,S1,14,ATV roll cage,,,"['The ornamental design for an ATV roll cage, as shown and described.']"
D0758282,20160607,S1,14,Pet stand for vehicles,,,"['The ornamental design for a pet stand for vehicles, as shown and described.']"
D0758283,20160607,S1,14,Control and indicator panel for a commercial vehicle,,,"['The ornamental design for a control and indicator panel for a commercial vehicle, as shown and described.']"
D0758284,20160607,S1,14,Vehicle control interface,,,"['The ornamental design for a vehicle control interface, as shown and described.']"
D0758285,20160607,S1,14,Tire,,,"['The ornamental design for a tire, as shown and described.']"
D0758286,20160607,S1,14,Tire tread,,,"['The ornamental design for a tire tread, as shown and described.']"
D0758287,20160607,S1,14,Tire tread,,,"['The ornamental design for a tire tread, as shown and described.']"
D0758288,20160607,S1,14,Tire,,,"['The ornamental design for a tire, as shown and described.']"
D0758289,20160607,S1,14,Tire tread,,,"['The ornamental design for a tire tread, as shown and described.']"
D0758290,20160607,S1,14,Tread portion of an automobile tire,,,"['The ornamental design for a tread portion of an automobile tire, as shown and described.']"
D0758291,20160607,S1,15,Tire tread,,,"['The ornamental design for a tire tread, as shown and described.']"
D0758292,20160607,S1,14,Tire,,,"['The ornamental design for a tire, as shown and described.']"
D0758293,20160607,S1,14,Tread portion of an automobile tire,,,"['The ornamental design for a tread portion of an automobile tire, as shown and described.']"
D0758294,20160607,S1,14,Tread portion of an automobile tire,,,"['The ornamental design for a tread portion of an automobile tire, as shown and described.']"
D0758295,20160607,S1,14,Tire for automobile,,,"['The ornamental design for a tire for automobile, as shown and described.']"
D0758296,20160607,S1,14,Tire tread,,,"['The ornamental design for a tire tread, as shown and described.']"
D0758297,20160607,S1,14,Tire tread performance indicator,,,"['The ornamental design for a tire tread performance indicator, as shown and described.']"
D0758298,20160607,S1,14,Foldable solar panels for umbrella,,,"['The ornamental design for a foldable solar panels for umbrella, as shown and described.']"
D0758299,20160607,S1,14,Solar flashlight device charger,,,"['The ornamental design for a solar flashlight device charger, as shown and described.']"
D0758300,20160607,S1,14,Solar panel battery charger for a transport refrigeration unit,,,"['The ornamental design for a solar panel battery charger for a transport refrigeration unit, as shown and described.']"
D0758301,20160607,S1,14,Rechargeable battery,,,"['The ornamental design for a rechargeable battery, as shown and described.']"
D0758302,20160607,S1,14,Rechargeable battery unit,,,"['I claim the ornamental design for a rechargeable battery unit, as shown and described.']"
D0758303,20160607,S1,14,Rechargeable battery unit,,,"['I claim the ornamental design for a rechargeable battery unit, as shown and described.']"
D0758304,20160607,S1,14,Battery charger,,,"['I claim the design for a battery charger, as shown and described.']"
D0758305,20160607,S1,14,Charger,,,"['The ornamental design for a charger, as shown and described.']"
D0758306,20160607,S1,14,Charger,,,"['The ornamental design for a charger, as shown and described.']"
D0758307,20160607,S1,14,Carabiner charging cable,,,"['We claim the ornamental design for a carabiner charging cable, as shown and described.']"
D0758308,20160607,S1,14,Charger for head mounted display device,,,"['The ornamental design for a charger for head mounted display device, as shown and described.']"
D0758309,20160607,S1,14,Electric generator incorporating exhaust heat recovery device,,,"['We claim the ornamental design for an electric generator incorporating exhaust heat recovery device, as shown and described.']"
