doc_number,date,publication_type,patent_length,title,abstract,description,claims
D0759068,20160614,S1,14,Display screen or portion thereof with a baccarat game graphical user interface,,,"['The ornamental design for a display screen or portion thereof with a baccarat game graphical user interface, as shown and described.']"
D0759082,20160614,S1,14,Display screen or portion thereof with graphical user interface,,,"['The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described.']"
D0759096,20160614,S1,14,Display screen or portion thereof with graphical user interface,,,"['We claim the ornamental design for a display screen or portion thereof with graphical user interface, as shown and described.']"
D0759110,20160614,S1,14,Display screen or portion thereof with icon,,,"['I claim, the ornamental design for a display screen or portion thereof with icon, as shown and described.']"
D0759124,20160614,S1,14,Electrically-powered snowplow,,,"['The ornamental design for an electrically-powered snowplow, as shown and described.']"
D0759138,20160614,S1,15,Optical fiber fusion splicer,,,"['The ornamental design for an optical fiber fusion splicer, as shown and described.']"
D0759152,20160614,S1,14,Guitar headstock,,,"['The ornamental design for a guitar headstock, as shown and described.']"
D0759166,20160614,S1,14,Rectangle-based tessellated puzzle,,,"['I claim the ornamental design for a rectangle-based tessellated puzzle, as shown and described.']"
D0759180,20160614,S1,15,Connector for a flotation device,,,"['We claim the ornamental design for the connector for a flotation device, as shown and described.']"
D0759194,20160614,S1,14,Water purification device,,,"['The ornamental design for a water purification device, as shown and described.']"
D0759208,20160614,S1,14,Dual flush handle sleeve,,,"['The ornamental design for a dual flush handle sleeve, as shown and described.']"
D0759222,20160614,S1,14,Air conditioner,,,"['The ornamental design for an air conditioner, as shown and described.']"
D0759236,20160614,S1,14,Hand piece,,,"['The ornamental design for a hand piece, as shown and described.']"
D0759250,20160614,S1,14,Power generator for surgical hand pieces,,,"['The ornamental design for a power generator for surgical hand pieces, as shown and described.']"
D0759264,20160614,S1,14,Sterilization apparatus,,,"['The ornamental design for sterilization apparatus, as shown and described.']"
D0759278,20160614,S1,14,Curved bar type LED light fixture,,,"['The ornamental design for a curved bar type LED light fixture, as shown and described.']"
D0759292,20160614,S1,14,Lighting fixture,,,"['The ornamental design for a lighting fixture, as shown and described.']"
D0759306,20160614,S1,14,Hair curler,,,"['The ornamental design for a hair curler, as shown.']"
D0759320,20160614,S1,14,Suit for an animal,,,"['The ornamental design for a suit for an animal, as shown and described.']"
D0759334,20160614,S1,14,Pneumatic conveyor,,,"['The ornamental design for a pneumatic conveyor, as shown and described.']"
PP026822,20160614,P3,,Grapevine IASMA ECO 2,"This invention is a new and distinct grapevine variety named IASMA ECO 2 which is characterized by producing red berries which are rounder, less sensitive to Botrytis cinerea","The present invention vine variety is suited to produce both young and medium-long aged red wines. Young wines have a fruity taste (morello cherry and currant bush). When aged, spicy flavours become more accentuated; it shows a good acid resistance, also in case of small crops and particularly warm vintage years. The wines obtained from this vine variety show an excellent and deep ruby colour, good body, medium-high alcohol content, good tannin content, excellent texture and medium acidity. It is suitable to produce both young and medium-long aged wines; ageing and maturing create the typical character of noble red wines with spicy flavours and pleasant tannicity. It can also be successfully be used to cut other wines.",['1. A new and distinct variety of grapevine as herein illustrated and described.']
RE046028,20160614,E1,,Method and apparatus for delayed flow or pressure change in wells,"Degradable polylactic or polyhydroxyalkanoate polymers may be used to viscosify aqueous fluids for use in wells, Sand control screen or liner can be coated with a solid degradable polymer during placement in a well. Mechanical changes or flow changes in a well can be caused by solid degradable polymer that changes physical properties after it is placed in a well. Parts of devices or entire devices can be made of solid degradable polymer that converts to a fluid after selected times in an aqueous environment in a well.","Although the present invention has been described with reference to specific details, it is not intended that such details should be regarded as limitations on the scope of the invention, except as and to the extent that they are included in the accompanying claims.","['1. A method for changing a flow pattern in a well having a casing comprising placing a solid degradable polymer piece in an internal device or internal flow channel in apparatus within the casing in the well such that decrease of a strength of the degradable polymer after a selected range of time causes changing of the flow pattern in the well, wherein the solid degradable polymer piece comprises polylactic acid.', '2. The method of claim 1', '3. The method of claim 1', '4. A method for changing a pressure in a well having a casing comprising placing a solid degradable polymer piece in an internal device or internal flow channel in apparatus within the casing in the well such that decrease of a strength of the degradable polymer after a selected range of time causes changing of the pressure in the well, wherein the solid degradable polymer comprises polylactic acid.', '5. The method of claim 4', '6. A method for changing a flow pattern or pressure in a well having a casing comprising placing a solid hydrolytically degradable polymer piece in an internal device or internal flow channel in apparatus within the casing in the well such that decrease of a strength of the degradable polymer after a selected range of time causes changing of the flow pattern in the well, wherein the solid degradable polymer is chemically degraded to polymers having shorter chains that are water soluble.', '7. The method of claim 6']"
09363949,20160614,B2,,Grip for backpack-type air blowing machine,"A grip for a backpack-type air blowing machine which performs a work by using air discharged from a distal end of an air blowing pipe that is coupled to a blower body driven by a power source while the air blowing pipe is manipulated by an operator with the power source and the blower body being carried on a back of the operator. The grip comprises a base section that constitutes an attachment section to the air blowing pipe, a vertical grip section that is provided with a proximal end portion provided continuously to the base section, and that extends in a direction away from the air blowing pipe, and a lateral grip section that extends backward along the air blowing pipe from a free end of the vertical grip section. The lateral grip section is located adjacent to a back of a hand of the operator holding the air blowing pipe.","While the invention has been described with reference to the specific exemplary embodiment, it will be apparent to those skilled in the art that various changes and modifications can be made to the specific embodiments without departing from the spirit and scope of the invention as defined in the claims.","['1. A grip for a backpack-type air blowing machine which performs a work by using air discharged from a distal end of an air blowing pipe that is coupled to a blower body driven by a power source while the air blowing pipe is manipulated by an operator with the power source and the blower body being carried on a back of the operator, comprising: a base section that constitutes an attachable section to an air blowing pipe of a backpack-type air blowing machine; a vertical grip section that is provided with a proximal end portion provided continuously to the base section; and a lateral grip section that is provided continuously to a free end of the vertical section and extends in a direction apart laterally from the vertical grip section, wherein the proximal end portion of the vertical grip section has a shape with a thickness capable of being sandwiched between a thumb and a forefinger of the operator, and the vertical grip section further includes an upper portion above and thicker than the proximal end portion and a step portion between the proximal end portion and the upper portion, wherein the step portion is configured to restrict a thumb, forefinger, and crotch between the thumb and the forefinger engaged with the proximal end portion from slipping out to the upper portion.', '2. The grip for a backpack-type air blowing machine of claim 1', '3. The grip for a backpack-type air blowing machine of claim 2', '4. The grip for a backpack-type air blowing machine of claim 3', '5. The grip for a backpack-type air blowing machine of claim 1', '6. The grip for a backpack-type air blowing machine of claim 5', '7. The grip for a backpack-type air blowing machine of claim 1', '8. The grip for a backpack-type air blowing machine of claim 7', '9. The grip for a backpack-type air blowing machine of claim 1', '10. The grip for a backpack-type air blowing machine of claim 9']"
09363963,20160614,B1,,Maize inbred PH1W9K,"A novel maize variety designated PH1W9K and seed, plants and plant parts thereof. Methods for producing a maize plant that comprise crossing maize variety PH1W9K with another maize plant. Methods for producing a maize plant containing in its genetic material one or more traits introgressed into PH1W9K through backcross conversion and/or transformation, and to the maize seed, plant and plant part produced thereby. Hybrid maize seed, plant or plant part produced by crossing the variety PH1W9K or a locus conversion of PH1W9K with another maize variety.","The foregoing invention has been described in detail by way of illustration and example for purposes of clarity and understanding. As is readily apparent to one skilled in the art, the foregoing are only some of the methods and compositions that illustrate the embodiments of the foregoing invention. It will be apparent to those of ordinary skill in the art that variations, changes, modifications and alterations may be applied to the compositions and/or methods described herein without departing from the true spirit, concept and scope of the invention.","['1. A seed, plant, plant part, or cell of inbred maize variety PH1W9K, representative seed of said variety having been deposited under ATCC accession number PTA-122911.', '2. An F1 hybrid maize seed produced by crossing the plant or plant part of claim 1', '3. A maize plant produced by growing the maize seed of claim 2', '4. A method for producing a second maize plant comprising applying plant breeding techniques to a first maize plant, or parts thereof, wherein said first maize plant is the maize plant of claim 3', '5. The method of claim 4 (a) crossing said first maize plant with itself or another maize plant to produce seed of a subsequent generation; (b) harvesting and planting the seed of the subsequent generation to produce at least one plant of the subsequent generation; and (c) repeating steps (a) and (b) for an additional 2-10 generations to produce the second maize plant.', '6. The method for producing a second maize plant of claim 4 (a) crossing said first maize plant with an inducer variety to produce haploid seed; and (b) doubling the haploid seed to produce the second maize plant.', '7. A converted seed, or a converted plant, plant part, or cell of inbred maize variety PH1W9K, representative seed of said variety having been deposited under ATCC accession number PTA-122911, said converted seed, converted plant, plant part or cell comprising a locus conversion, wherein (i) the converted seed produces a plant which has said locus conversion and otherwise all of the phenotypic characteristics of inbred maize variety PH1W9K; (ii) the converted plant has said locus conversion and otherwise all of the phenotypic characteristics of maize variety PH1W9K; or (iii) the plant part or cell is obtained from the converted seed or the converted plant and has said locus conversion and otherwise all of the phenotypic characteristics of maize variety PH1W9K.', '8. The converted seed, converted plant, plant part, or cell of claim 7', '9. A method for producing a maize seed, the method comprising crossing the converted plant or plant part of claim 7', '10. A method for producing a maize plant, the method comprising growing the seed produced by the method of claim 9', '11. A method for producing a second maize plant comprising applying plant breeding techniques to a first maize plant, or parts thereof, wherein said first maize plant is grown from the seed produced by the method of claim 9', '12. The method for producing a second maize plant of claim 11 (a) crossing said first maize plant with itself or another maize plant to produce seed of a subsequent generation; (b) harvesting and planting the seed of the subsequent generation to produce at least one plant of the subsequent generation; and (c) repeating steps (a) and (b) for an additional 2-10 generations to produce the second maize plant.', '13. The method of claim 11 (a) crossing said first maize plant with an inducer variety to produce haploid seed; and (b) doubling the haploid seed to produce the second maize plant.', '14. A The F1 hybrid seed of claim 2', '15. A method of making a commodity comprising producing the commodity from the maize plant of claim 3']"
09363977,20160614,B2,,"Animal litter, process for preparing animal litter and method of removal of animal waste","An animal litter, process for preparing the animal litter and a method for removal of animal waste using the animal litter are provided. The animal litter generally includes corn cob, a lubricant, and a cohesiveness agent. The animal litter is in the form of discrete plural particles which tend to agglomerate when wetted.","Uses of singular terms such as a, an, are intended to cover both the singular and the plural, unless otherwise indicated herein or clearly contradicted by context. The terms comprising, having, including, and containing are to be construed as open-ended terms. Any description of certain embodiments as preferred embodiments, and other recitation of embodiments, features, or ranges as being preferred, or suggestion that such are preferred, is not deemed to be limiting. The invention is deemed to encompass embodiments that are presently deemed to be less preferred and that may be described herein as such. All methods described herein can be performed, in any suitable order unless otherwise indicated herein or otherwise clearly contradicted by context. The use of any and all examples, or exemplary language (e.g., such as) provided herein, is intended to illuminate the invention and does not pose a limitation on the scope of the invention. Any statement herein as to the nature or benefits of the invention or of the preferred embodiments is not intended to be limiting. This invention includes all modifications and equivalents of the subject matter recited herein as permitted by applicable law. Moreover, any combination of the above-described elements in all possible variations thereof is encompassed by the invention unless otherwise indicated herein or otherwise clearly contradicted by context. The description herein of any reference or patent even if identified as prior, is not intended to constitute a concession that such reference or patent is available as prior art against the present invention. No unclaimed language should be deemed to limit the invention in scope. Any statements or suggestions herein that certain features constitute a component of the claimed invention are not intended to be limiting unless reflected in the appended claims. Neither the marking of the patent number on any product nor the identification of the patent number in connection with any service should be deemed a representation that all embodiments described herein are incorporated into such product or service.","['1. A method for removal of animal waste, comprising: providing a container including an animal litter, said animal litter comprising: a sorbent comprising at least about 35% ground corn cob, wherein the ground corn cob contributes to the agglomeration of the litter and is in the form of a finely ground corn cob configured to pass through a 1/16 inch screen, and wherein no more than about 5% of the ground corn cob is larger than U.S. standard #30 mesh screen size, at least 50% of the ground corn cob is smaller than U.S. standard #40 mesh screen size, and at least 20% of the ground corn cob is smaller than U.S. standard #80 mesh screen size; a lubricant; and a cohesiveness agent, said cohesiveness agent comprising a starch; said animal litter being in the form of discrete plural compacted particles which tend to agglomerate when wetted, said cohesiveness agent being present in said litter in an amount effective to enhance the intraparticle cohesion of said particles, allowing an animal to excrete waste into said litter, whereby liquid present in said container as a result of said waste causes at least a portion of said litter to agglomerate into at least one clump; and removing said clump from said container.', '2. The method of claim 1', '3. The method of claim 1', '4. The method of claim 1', '5. The method of claim 1', '6. The method of claim 1']"
09363991,20160614,B2,,"Systems, methods, and devices for frozen sample distribution","A drilling system including a motor that produces a sonic, linear oscillatory motion is provided for removing a frozen biological sample from a stored frozen specimen and methods of use thereof without thawing the remainder of the specimen. The stator and slider assembly is operated by a servo controller which can communicate and be programmed through a port of a PC equipped with software.","Hence, data herein show successful test potential for Hepsin imaging peptides using a frozen TMA. The multi-tumor frozen array constructed for this study also offers a potential to test markers in diverse tissues for imaging of different types of cancers.","['1. A frozen tissue micro-arrayer comprising: a coring bit; a robotic positioning system configured to move the coring bit into a frozen tissue specimen while the tissue specimen remains frozen to cut a frozen sample core from the frozen tissue specimen, withdraw the coring bit from the frozen tissue specimen while the frozen sample core is retained in the coring bit, and move the coring bit and the frozen sample core to a destination location for receiving the frozen sample core, wherein the robotic positioning comprises a motor configured to drive a rotary motion of the coring bit as it moves the coring bit into the frozen tissue specimen to generate a rotary cutting action; and an ejection system configured to eject the frozen sample core from the coring bit to deposit the frozen sample core at the destination location, wherein the robotic positioning system is adapted to control forces associated with the rotary cutting action to substantially maintain an initial tissue morphology of the frozen tissue specimen during the cutting process.', '2. The frozen tissue micro-arrayer as set forth in claim 1', '3. The frozen tissue micro-arrayer as set forth in claim 2', '4. The frozen tissue micro-arrayer as set forth in claim 2', '5. The frozen tissue micro-arrayer as set forth in claim 1', '6. The frozen tissue micro-arrayer as set forth in claim 1', '7. The frozen tissue micro-arrayer as set forth in claim 6', '8. The frozen tissue micro-arrayer as set forth in claim 6', '9. The frozen tissue micro-arrayer as set forth in claim 1', '10. The frozen tissue micro-arrayer as set forth in claim 9', '11. A method of making a frozen tissue micro-array, the method comprising: moving a coring bit into a frozen tissue specimen while using a motor to drive a rotary cutting action of the coring bit so that a frozen sample core from the frozen tissue specimen is cut from the frozen tissue specimen and received in the coring bit; withdrawing the coring bit from the frozen tissue specimen while the frozen sample core is retained in the coring bit; moving the coring bit and the frozen sample core retained therein to a destination location; and ejecting the frozen sample core from the coring bit and depositing the frozen sample core at the destination location, wherein forces associated with cutting of the frozen sample core from the frozen tissue specimen are controlled to substantially maintain an initial tissue morphology of the frozen tissue specimen during the rotary cutting process so that the frozen sample core has a morphology representative of the morphology of the frozen tissue specimen at the location where the coring bit moved into the frozen tissue specimen.', '12. The method as set forth in claim 11', '13. The method as set forth in claim 12', '14. The method as set forth in claim 11', '15. The method as set forth in claim 11', '16. The method as set forth in claim 11', '17. The method as set forth in claim 11', '18. The method as set forth in claim 11', '19. The method as set forth in claim 11', '20. The method as set forth in claim 19']"
09364020,20160614,B2,,Automated fruit and vegetable calyx or stem removal machine,"A process for automated high-throughput fruit or vegetable calyx removal includes a material handling system, a vision system, and a cutting system. The material handling system is capable of transporting the fruit or vegetable through the automated process. The material handling system may also orient the fruits or vegetables along an axis of the fruit and or align the fruit or vegetables in a desired pattern, orientation, and/or configuration. The vision system identifies the calyx and determines calyx position data and optimal cutting angle for individual fruit. The cutting system uses data received from the vision system to automatically remove the calyx from the fruit or vegetables.","While some specific embodiments of the invention have been shown the invention is not to be limited to these embodiments. For example, specific configurations of the loading system, vision system, and/or calyx removal system are provided. However, the described embodiments may be integrated, separated, removed, duplicated, added, modified, or combined such that any feature described herein may be used with any of the disclosed embodiments. Although embodiments of this invention have been fully described with reference to the accompanying drawings, it is to be noted that various changes and modifications will become apparent to those skilled in the art. Such changes and modifications are to be understood as being included within the scope of embodiments of this invention as defined by the appended claims.","['1. A computer controlled strawberry pre-processing system, comprising: a vision system for sequentially imaging strawberries, the vision system configured to detect the location of the calyx for removal; a calyx removal system for separating the calyx from the strawberry based on the detected location from the vision system; and a loading system including a water tank and conveyor system to remove strawberries from the water tank and transport the strawberries through the vision system and calyx removal system, the conveyor system configured to rotate the strawberries along at least a portion of the transportation through the vision system wherein the loading system comprises a frame including a track having an inclined section and a generally horizontal section, and a plurality of rods positioned along the track, the rods laterally movable from one end of the track to an opposing end of the track to laterally transport the strawberries through the pre-processing system.', '2. A computer controlled strawberry pre-processing system, comprising: a vision system for sequentially imaging strawberries, the vision system configured to detect the location of the calyx for removal; a calyx removal system for separating the calyx from the strawberry based on the detected location from the vision system; a loading system including a water tank and conveyor system to remove strawberries from the water tank and transport the strawberries through the vision system and calyx removal system, the conveyor system configured to rotate the strawberries along at least a portion of the transportation through the vision system wherein the loading system comprises a frame including a track having an inclined section and a generally horizontal section, and a plurality of rods positioned along the track, the rods laterally movable from one end of the track to an opposing end of the track to laterally transport the strawberries through the pre-processing system; and wherein the plurality of rods comprise a profiled outer perimeter configured to position and orient the strawberries in a desired pattern, at least a portion of the profiled outer perimeter includes a generally circumferential striated pattern along a longitudinal length of the profiled outer perimeter.', '3. A computer controlled strawberry pre-processing system, comprising: a vision system for sequentially imaging strawberries, the vision system configured to detect the location of the calyx for removal; a calyx removal system for separating the calyx from the strawberry based on the detected location from the vision system; a loading system including a water tank and conveyor system to remove strawberries from the water tank and transport the strawberries through the vision system and calyx removal system, the conveyor system configured to rotate the strawberries along at least a portion of the transportation through the vision system wherein the loading system comprises a frame including a track having an inclined section and a generally horizontal section, and a plurality of rods positioned along the track, the rods laterally movable from one end of the track to an opposing end of the track to laterally transport the strawberries through the pre-processing system; and wherein the plurality of rods comprise a profiled outer perimeter configured to position and orient the strawberries in a desired pattern, at least a portion of the profiled outer perimeter includes a generally circumferential striated pattern along a longitudinal length of the profiled outer perimeter and further wherein the profiled outer perimeter comprises shaped rollers positioned along shafts of the rods.', '4. A computer controlled strawberry pre-processing system, comprising: a vision system for sequentially imaging strawberries, the vision system configured to detect the location of the calyx for removal; a calyx removal system for separating the calyx from the strawberry based on the detected location from the vision system; a loading system including a water tank and conveyor system to remove strawberries from the water tank and transport the strawberries through the vision system and calyx removal system, the conveyor system configured to rotate the strawberries along at least a portion of the transportation through the vision system wherein the loading system comprises a frame including a track having an inclined section and a generally horizontal section, and a plurality of rods positioned along the track, the rods laterally movable from one end of the track to an opposing end of the track to laterally transport the strawberries through the pre-processing system; and wherein the plurality of rods comprise a profiled outer perimeter configured to position and orient the strawberries in a desired pattern, at least a portion of the profiled outer perimeter includes a generally circumferential striated pattern along a longitudinal length of the profiled outer perimeter wherein the rods comprise a frictional engagement surface that contacts a portion of the frame such that when the frictional engagement surface is in contact with the frame and the rod is translated along the frame the rods rotate and when the frictional engagement surface is not in contact with the frame and the rod is translated along the frame the rod does not rotate.']"
09364034,20160614,B2,,Protective trousers with curved extremity and inseam,Disclosed is a protective garment that includes a lower portion having a pair of extremities each having a knee joint area connected to an upper leg portion by an upper radial seam and connected to a lower leg portion by a lower radial seam. The knee joint area of each extremity also has an inseam insert connected between the upper and lower radial seams.,"Having described the invention in detail and by reference to preferred embodiments thereof, it will be apparent that modifications and variations are possible without departing from the scope of the invention which is defined in the appended claims.","['1. A protective garment comprising: a lower portion having a pair of extremities each comprising a knee joint area connected to an upper leg portion by an upper radial seam and connected to a lower leg portion by a lower radial seam, the knee joint area comprising an inner knee joint section and an outer knee joint section, and a discrete inseam insert connected between the upper and lower radial seams and between the inner knee joint section and the outer knee joint section to form part of an inseam of each of the pair of extremities: wherein the discrete inseam insert has an entire length generally parallel to the inseam and has an entire width, the entire length being greater than the entire width.', '2. The protective garment of claim 1', '3. The protective garment of claim 2', '4. The protective garment of claim 3', '5. The protective garment of claim 2', '6. The protective garment of claim 5', '7. The protective garment of claim 5', '8. The protective garment of claim 2', '9. The protective garment of claim 8', '10. The protective garment of claim 9', '11. The protective garment of claim 2', '12. The protective garment of claim 11', '13. The protective garment of claim 1', '14. The protective garment of claim 1', '15. The protective garment of claim 14', '16. The garment of claim 14', '17. The protective garment of claim 16']"
09364048,20160614,B2,,Method of using efficient die cutting pattern for footwear manufacture,A cutting die for cutting a plurality of parts of an article of footwear from a bulk material. The cutting die includes a first cutting member that cuts a first part of the article of footwear from the bulk material. The cutting die also includes a second cutting member that cuts a second part of the article of footwear from the bulk material. The second cutting member is fixed to the first cutting member to cut the first and second parts together with a single stroke of the cutting die relative to the bulk material. The first and second parts are separate and distinct from each other and have different shapes.,"The foregoing description of the embodiments has been provided for purposes of illustration and description. It is not intended to be exhaustive or to limit the invention. Individual elements or features of a particular embodiment are generally not limited to that particular embodiment, but, where applicable, are interchangeable and can be used in a selected embodiment, even if not specifically shown or described. The same may also be varied in many ways. Such variations are not to be regarded as a departure from the invention, and all such modifications are intended to be included within the scope of the invention.","['1. A method of forming an article of footwear comprising: cutting a first group of parts from a first area of a bulk material during a first cutting operation, the first group including a first part and a second part of the article of footwear, the first part and the second part being separate and distinct from each other and having different shapes, the first part and the second part cut along a common internal cutting line that defines a first edge of the first part and a second edge of the second part, the first part and the second part being cut using a same cutting die during the first cutting operation, wherein the entire common internal cutting line defines the first edge of the first part and the second edge of the second part; and cutting a second group of parts from a second area of the bulk material during a second cutting operation, the second group including a first part and a second part, the first part of the second group corresponding in shape to the first part of the first group, the second part of the second group corresponding in shape to the second part of the first group, the second group cut along a common external cutting line that defines a first boundary of the first group and a second boundary of the second group, wherein the first boundary has a first curvature, wherein the second boundary has a second curvature that is inverse to the first curvature, and wherein the first boundary and the second boundary are partially coextensive to nest the first group with the second group, wherein the common internal cutting line includes a first end and a second end, and wherein the first end intersects the common external cutting line, the second end intersects the common external cutting line, and both the first end and the second end are on a same side of the first group of parts.', '2. The method of claim 1']"
09364062,20160614,B2,,Case,"A case has a body formed of a lower shell and an upper shell pivotally connected to each other. The lower shell contains a plurality of compartments serving to receive objects. A plate, one side of which bears holding elements for writing implements, is mounted on the body in a manner such that it can pivot about a pivot axis running approximately parallel to the flat plane of the lower shell. The plate, in a first pivoted position, rests on the lower shell and covers at least some of the compartments thereof and, in a second pivoted position, is swung out of the lower shell.",An insert pocket,"['1. A case, comprising: a body formed of a lower shell and an upper shell pivotally connected to said lower shell; said lower shell having a plurality of compartments configured to receive objects; a first plate pivotally mounted, with respect to said lower shell and said upper shell, to said body about a pivot axis extending substantially parallel to a flat plane of said lower shell, said first plate, in a first pivot position, resting on said lower shell and covering at least some of said plurality of compartments and, in a second pivot position, being swung out of said lower shell; said first plate having an inner side facing said compartments in said first pivot position, and holding elements for writing implements disposed on said inner side of said first plate; and a second plate pivotally connected to a border region of said first plate about a pivot axis running approximately parallel to the flat plane of said lower shell and foldable onto said inner side of said first plate, said second plate carrying holding elements for writing implements on a side thereof facing said inner side of said first plate in the folded-in state, said holding elements being arranged in a row and are offset in a direction of the row relative to said holding elements of the other respective said plate, said second plate carrying holding elements for writing implements on a side thereof facing said inner side of said first plate in the folded-in state, said holding elements being arranged in a row and being offset in a direction of the row relative to said holding elements of the other respective said plate; said second plate, in the first pivot position of said first plate and upon being folded onto said inner side of said first plate, being disposed between said first plate and said compartments and covering at least some of said compartments.', '2. The case according to claim 1', '3. The case according to claim 1', '4. The case according to claim 3', '5. The case according to claim 1', '6. The case according to claim 1', '7. The case according to claim 1']"
09364076,20160614,B2,,Toothbrush holder apparatus,"A toothbrush holder enclosure is provided which includes a three parts: a back plate, a resilient clamp and a front cover. The back plate and front cover form a housing. The clamp part has an inverted U shape and is made of a resilient material giving it a springy property. The clamp is shaped to urge two clamp arms towards one another in order for the clamp to grip a toothbrush. Two rollers at the tips of the clamp arms engage a toothbrush head inserted in the clamp as the clamp is spread apart from the clamped position to a deviated state. With the toothbrush inserted, the rollers exert pressure on a neck of the toothbrush to hold the toothbrush fast in place. The rolling engagement action of the rollers permits gripping toothbrushes having heads fitted with rubber sides.","While the invention has been shown and described with referenced to preferred embodiments thereof, it will be recognized by those skilled in the art that various changes in form and detail may be made therein without departing from the spirit and scope of the invention as defined by the appended claims.","['1. A toothbrush holder for a toothbrush having a head portion, bristles extending from the head portion, a handle portion and a neck portion between the head portion and the handle portion, the holder comprising: a clip having two opposing gripping members biased towards each other and having ends with opposed rollers to be separated by insertion of the head portion, wherein the head portion can slide over the rollers until said rollers can hold the neck portion; and a cover body adapted to protect the bristles when the toothbrush is held by the clip; wherein each roller is configured to present a depression to said toothbrush head portion for guiding said toothbrush head portion between said grip members.', '2. A toothbrush holder as claimed in claim 1', '3. A toothbrush holder as claimed in claim 1', '4. A toothbrush holder as claimed in claim 1', '5. A toothbrush holder as claimed in claim 1', '6. A toothbrush holder as claimed in claim 1', '7. A toothbrush holder as claimed in claim 1', '8. A toothbrush holder as claimed in claim 7', '9. A toothbrush holder as claimed in claim 8 in the same plane with respect to one another; presenting a convex surface to the toothbrush head while being inserted in said holder; and presenting to said toothbrush head a surface slanted away or askew from said rollers while inserting said toothbrush head in the clip.', '10. A toothbrush holder as claimed in claim 1', '11. A toothbrush holder as claimed in claim 10', '12. A toothbrush holder as claimed in claim 1', '13. A toothbrush holder as claimed in claim 12', '14. A toothbrush holder as claimed in claim 12', '15. A toothbrush holder as claimed in claim 1']"
